proof_id,proof_type,compatibility,native_tool,case_id,source_or_staged_locator,route_coverage,expected_operation_family,expected_statement_kind,expected_disposition,expected_diagnostic_code,proof_status,ctest_label,test_destination,evidence_key,authority_policy,status,notes
FPR-P6-REPLAY-014,native_replay_case,mysql,not_applicable,MYSQL-MAINTENANCE-REPAIR,public_repo_reference_not_packaged/mysql-test/t/myisampack.test,mysql.maintenance.repair_table,mysql.maintenance.repair_table,REPAIR,unsupported_refusal_fail_closed,MYSQL.AUTHORITY.UNSUPPORTED_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.MYSQL-MAINTENANCE-REPAIR,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-015,native_replay_case,mysql,not_applicable,MYSQL-MAINTENANCE-FLUSH,public_repo_reference_not_packaged/mysql-test/t/flush_block_commit.test,mysql.maintenance.flush,mysql.maintenance.flush,FLUSH,unsupported_refusal_fail_closed,MYSQL.AUTHORITY.UNSUPPORTED_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.MYSQL-MAINTENANCE-FLUSH,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-016,native_replay_case,mysql,not_applicable,MYSQL-BINLOG-RESET-REPLICATION-UDR,public_repo_reference_not_packaged/mysql-test/t/no_binlog_gtid_next_partially_failed_stmts_error.test,mysql.replication.reset_binary_logs,mysql.replication.reset_binary_logs,RESET,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.MYSQL-BINLOG-RESET-REPLICATION-UDR,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-017,native_replay_case,mysql,not_applicable,MYSQL-XA-REFUSAL,public_repo_reference_not_packaged/mysql-test/t/xa_gtid.test,mysql.transaction.xa,mysql.transaction.xa,XA,unsupported_refusal_fail_closed,MYSQL.AUTHORITY.XA_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.MYSQL-XA-REFUSAL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-018,native_replay_case,postgresql,not_applicable,POSTGRESQL-COPY-STDIN,public_repo_reference_not_packaged/src/test/regress/sql/copy.sql,postgresql.logical_stream.copy_from_stdin,postgresql.logical_stream.copy_from_stdin,COPY,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-COPY-STDIN,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-019,native_replay_case,postgresql,not_applicable,POSTGRESQL-COPY-TO-PSQL-FILE-REFUSAL,public_repo_reference_not_packaged/src/test/regress/sql/copy.sql,postgresql.bulk_io.copy_to_file,postgresql.bulk_io.copy_to_file,COPY,policy_refusal_fail_closed,POSTGRESQL.AUTHORITY.FILE_IO_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-COPY-TO-PSQL-FILE-REFUSAL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-020,native_replay_case,postgresql,not_applicable,POSTGRESQL-COPY-FROM-PSQL-FILE-REFUSAL,public_repo_reference_not_packaged/src/test/regress/sql/copy.sql,postgresql.bulk_io.copy_from_file,postgresql.bulk_io.copy_from_file,COPY,policy_refusal_fail_closed,POSTGRESQL.AUTHORITY.FILE_IO_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-COPY-FROM-PSQL-FILE-REFUSAL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-021,native_replay_case,postgresql,not_applicable,POSTGRESQL-VACUUM-PARALLEL,public_repo_reference_not_packaged/src/test/regress/sql/vacuum.sql,postgresql.maintenance.vacuum,postgresql.maintenance.vacuum,VACUUM,unsupported_refusal_fail_closed,POSTGRESQL.AUTHORITY.UNSUPPORTED_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-VACUUM-PARALLEL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-022,native_replay_case,postgresql,not_applicable,POSTGRESQL-CREATE-FOREIGN-TABLE-CONNECTOR-REFUSAL,public_repo_reference_not_packaged/src/test/regress/sql/copy.sql,postgresql.connector.foreign_table.create,postgresql.connector.foreign_table.create,CREATE_FOREIGN,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-CREATE-FOREIGN-TABLE-CONNECTOR-REFUSAL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-023,native_replay_case,postgresql,not_applicable,POSTGRESQL-TYPE-CAST-SELECT,public_repo_reference_not_packaged/src/test/regress/sql/copy.sql,postgresql.query.select,postgresql.query.select,SELECT,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-TYPE-CAST-SELECT,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-024,native_replay_case,postgresql,not_applicable,POSTGRESQL-PREPARE,public_repo_reference_not_packaged/src/test/regress/sql/prepare.sql,postgresql.prepared.prepare,postgresql.prepared.prepare,PREPARE,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-PREPARE,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-025,native_replay_case,postgresql,not_applicable,POSTGRESQL-EXECUTE,public_repo_reference_not_packaged/src/test/regress/sql/prepare.sql,postgresql.prepared.execute,postgresql.prepared.execute,EXECUTE,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-EXECUTE,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-026,native_replay_case,postgresql,not_applicable,POSTGRESQL-DEALLOCATE,public_repo_reference_not_packaged/src/test/regress/sql/prepare.sql,postgresql.prepared.deallocate,postgresql.prepared.deallocate,DEALLOCATE,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-DEALLOCATE,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-027,native_replay_case,postgresql,not_applicable,POSTGRESQL-CURSOR-MOVE,public_repo_reference_not_packaged/src/test/regress/sql/xmlmap.sql,postgresql.cursor.move,postgresql.cursor.move,MOVE,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-CURSOR-MOVE,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-028,native_replay_case,postgresql,not_applicable,POSTGRESQL-CURSOR-CLOSE,public_repo_reference_not_packaged/src/test/regress/sql/tablesample.sql,postgresql.cursor.close,postgresql.cursor.close,CLOSE,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-CURSOR-CLOSE,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-029,native_replay_case,postgresql,not_applicable,POSTGRESQL-LOCK-TABLE,public_repo_reference_not_packaged/src/test/regress/sql/create_am.sql,postgresql.locking.lock_table,postgresql.locking.lock_table,LOCK,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-LOCK-TABLE,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-030,native_replay_case,postgresql,not_applicable,POSTGRESQL-DISCARD,public_repo_reference_not_packaged/src/test/regress/sql/sequence.sql,postgresql.session.discard,postgresql.session.discard,DISCARD,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-DISCARD,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-031,native_replay_case,postgresql,not_applicable,POSTGRESQL-CHECKPOINT-REFUSAL,public_repo_reference_not_packaged/src/test/regress/sql/stats.sql,postgresql.system.checkpoint,postgresql.system.checkpoint,CHECKPOINT,unsupported_refusal_fail_closed,POSTGRESQL.AUTHORITY.UNSUPPORTED_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-CHECKPOINT-REFUSAL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-032,native_replay_case,postgresql,not_applicable,POSTGRESQL-SECURITY-LABEL,public_repo_reference_not_packaged/src/test/regress/sql/security_label.sql,postgresql.security.security_label,postgresql.security.security_label,SECURITY,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-SECURITY-LABEL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-033,native_replay_case,postgresql,not_applicable,POSTGRESQL-REFRESH-MATERIALIZED-VIEW-REFUSAL,public_repo_reference_not_packaged/src/test/regress/sql/privileges.sql,postgresql.maintenance.refresh_materialized_view,postgresql.maintenance.refresh_materialized_view,REFRESH,unsupported_refusal_fail_closed,POSTGRESQL.AUTHORITY.UNSUPPORTED_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-REFRESH-MATERIALIZED-VIEW-REFUSAL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-034,native_replay_case,postgresql,not_applicable,POSTGRESQL-ALTER-TABLESPACE-REFUSAL,public_repo_reference_not_packaged/src/test/regress/sql/tablespace.sql,postgresql.storage.tablespace.alter,postgresql.storage.tablespace.alter,ALTER_TABLESPACE,policy_refusal_fail_closed,POSTGRESQL.AUTHORITY.TABLESPACE_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-ALTER-TABLESPACE-REFUSAL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-035,native_replay_case,postgresql,not_applicable,POSTGRESQL-DROP-TABLESPACE-REFUSAL,public_repo_reference_not_packaged/src/test/regress/sql/tablespace.sql,postgresql.storage.tablespace.drop,postgresql.storage.tablespace.drop,DROP_TABLESPACE,policy_refusal_fail_closed,POSTGRESQL.AUTHORITY.TABLESPACE_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-DROP-TABLESPACE-REFUSAL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-036,native_replay_case,postgresql,not_applicable,POSTGRESQL-PREPARE-TRANSACTION-REFUSAL,public_repo_reference_not_packaged/src/test/regress/sql/temp.sql,postgresql.transaction.prepare_transaction,postgresql.transaction.prepare_transaction,PREPARE,unsupported_refusal_fail_closed,POSTGRESQL.AUTHORITY.PREPARE_TRANSACTION_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.POSTGRESQL-PREPARE-TRANSACTION-REFUSAL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-037,native_replay_case,sqlite,not_applicable,SQLITE-JSON-SELECT,public_repo_reference_not_packaged/test/json108.test,sqlite.query.select,sqlite.query.select,SELECT,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.SQLITE-JSON-SELECT,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-038,native_replay_case,sqlite,not_applicable,SQLITE-CREATE-TEMP-TABLE,public_repo_reference_not_packaged/test/json108.test,sqlite.ddl.create_temp,sqlite.ddl.create_temp,CREATE_TEMP,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.SQLITE-CREATE-TEMP-TABLE,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-039,native_replay_case,sqlite,not_applicable,SQLITE-PRAGMA-UDR,public_repo_reference_not_packaged/test/veryquick.test,sqlite.pragma.generic,sqlite.pragma.generic,PRAGMA,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.SQLITE-PRAGMA-UDR,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-040,native_replay_case,mariadb,not_applicable,MARIADB-SEQUENCE-CREATE,public_repo_reference_not_packaged/mysql-test/suite/rpl/t/sequence.test,mariadb.sequence.create,mariadb.sequence.create,CREATE_SEQUENCE,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.MARIADB-SEQUENCE-CREATE,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-041,native_replay_case,mariadb,not_applicable,MARIADB-INSERT-RETURNING,public_repo_reference_not_packaged/mysql-test/main/insert_returning.test,mariadb.dml.returning,mariadb.dml.returning,INSERT,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.MARIADB-INSERT-RETURNING,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-042,native_replay_case,mariadb,not_applicable,MARIADB-HANDLER-UDR,public_repo_reference_not_packaged/mysql-test/suite/storage_engine/handler.test,mariadb.handler.cursor,mariadb.handler.cursor,HANDLER,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.MARIADB-HANDLER-UDR,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-043,native_replay_case,mariadb,not_applicable,MARIADB-LOAD-DATA-REFUSAL,public_repo_reference_not_packaged/mysql-test/main/loaddata.test,mariadb.bulk_io.load_data_infile,mariadb.bulk_io.load_data_infile,LOAD_DATA,policy_refusal_fail_closed,MARIADB.AUTHORITY.FILE_IO_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.MARIADB-LOAD-DATA-REFUSAL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-044,native_replay_case,mariadb,not_applicable,MARIADB-INSTALL-SONAME-REFUSAL,public_repo_reference_not_packaged/mysql-test/main/plugin.test,mariadb.plugin.install_soname,mariadb.plugin.install_soname,INSTALL,policy_refusal_fail_closed,MARIADB.AUTHORITY.PLUGIN_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.MARIADB-INSTALL-SONAME-REFUSAL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-045,native_replay_case,duckdb,not_applicable,DUCKDB-CREATE-SECRET-UDR,public_repo_reference_not_packaged/test/sql/secrets/create_secret_expression.test,duckdb.security.create_secret,duckdb.security.create_secret,CREATE_SECRET,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.DUCKDB-CREATE-SECRET-UDR,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-046,native_replay_case,duckdb,not_applicable,DUCKDB-COPY-FILE-REFUSAL,public_repo_reference_not_packaged/test/sql/copy/row_groups_per_file.test,duckdb.bulk_io.file_to,duckdb.bulk_io.file_to,COPY,policy_refusal_fail_closed,DUCKDB.AUTHORITY.FILE_IO_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.DUCKDB-COPY-FILE-REFUSAL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-047,native_replay_case,duckdb,not_applicable,DUCKDB-PIVOT,public_repo_reference_not_packaged/test/sql/pivot/test_pivot.test,duckdb.query.pivot,duckdb.query.pivot,PIVOT,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.DUCKDB-PIVOT,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-048,native_replay_case,clickhouse,not_applicable,CLICKHOUSE-COUNT-SELECT,public_repo_reference_not_packaged/tests/queries/0_stateless/00001_count_hits.sql,clickhouse.query.select,clickhouse.query.select,SELECT,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.CLICKHOUSE-COUNT-SELECT,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-049,native_replay_case,clickhouse,not_applicable,CLICKHOUSE-CREATE-DICTIONARY-CONNECTOR-REFUSAL,public_repo_reference_not_packaged/tests/queries/0_stateless/01018_ddl_dictionaries_create.sql,clickhouse.connector.dictionary.create,clickhouse.connector.dictionary.create,CREATE_DICTIONARY,policy_refusal_fail_closed,CLICKHOUSE.EMULATION.CONNECTOR_ROUTE,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.CLICKHOUSE-CREATE-DICTIONARY-CONNECTOR-REFUSAL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-050,native_replay_case,clickhouse,not_applicable,CLICKHOUSE-OPTIMIZE-REFUSAL,public_repo_reference_not_packaged/tests/queries/0_stateless/01006_ttl_with_default_2.sql,clickhouse.maintenance.optimize,clickhouse.maintenance.optimize,OPTIMIZE,unsupported_refusal_fail_closed,CLICKHOUSE.AUTHORITY.UNSUPPORTED_DENIED,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.CLICKHOUSE-OPTIMIZE-REFUSAL,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-051,native_replay_case,clickhouse,not_applicable,CLICKHOUSE-S3-ETL-UDR,public_repo_reference_not_packaged/tests/queries/0_stateless/02752_forbidden_headers.sql,clickhouse.external_io.s3_function,clickhouse.external_io.s3_function,SELECT,parser_support_udr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.CLICKHOUSE-S3-ETL-UDR,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-052,native_replay_case,tidb,not_applicable,TIDB-BUILTIN-VERSION,public_repo_reference_not_packaged/README.md,tidb.builtin.version,tidb.builtin.version,SELECT,catalog_projection,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.TIDB-BUILTIN-VERSION,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
FPR-P6-REPLAY-053,native_replay_case,tidb,not_applicable,TIDB-SPLIT-TABLE-CLUSTER-ROUTE,public_repo_reference_not_packaged/pkg/parser/parser_test.go,tidb.placement.split_table,tidb.placement.split_table,SPLIT,admitted_sblr,not_applicable,p6_compatibility_replay_proof_verified,compatibility_sql_first_tranche_original_tool_replay_gate,project/tests/compatibility_sql_parser_first_tranche/parser_compatibility_replay_proof_gate.py,replay_results.TIDB-SPLIT-TABLE-CLUSTER-ROUTE,parser_evidence_only_engine_mga_security_storage_authority,p6_compatibility_replay_proof_verified,Compatibility-sourced replay case is parsed into the expected ScratchBird envelope without compatibility storage or transaction authority.
