id,section,capability,requirement,applies_to,owner,spec_refs_required,implementation_refs_required,required_ctest_labels,evidence_artifacts,route_requirement,closure_rule,status
D7.9,3.7 Parameter binding,Structured / composite parameter (record type),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_parameter_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D7.10,3.7 Parameter binding,Range type parameter,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_parameter_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D7.11,3.7 Parameter binding,UUID parameter,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_parameter_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D7.12,3.7 Parameter binding,JSON / JSONB parameter,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_parameter_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D7.13,3.7 Parameter binding,Vector / spatial / time-series parameter,conditional,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_parameter_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D7.14,3.7 Parameter binding,Parameter direction validation (cannot bind output to input position),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_parameter_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D7.15,3.7 Parameter binding,Parameter scale/precision/size respected against descriptor,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_parameter_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D7.16,3.7 Parameter binding,Wide-character parameter (UTF-16 / UTF-8 explicit),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_parameter_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D7.17,3.7 Parameter binding,Untyped parameter inference (driver picks type from runtime value),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_parameter_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D7.18,3.7 Parameter binding,"Parameter inspection (read-back value, type after bind)",required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_parameter_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D8.1,3.8 Result fetching and decoding,Forward-only iteration,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_result_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D8.2,3.8 Result fetching and decoding,Forward-only async iteration,required_where_host_has_async,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_result_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D8.3,3.8 Result fetching and decoding,Scrollable read (relative/absolute/first/last),conditional,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_result_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D8.4,3.8 Result fetching and decoding,"Scrollable, sensitive vs insensitive cursor",conditional,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_result_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D8.5,3.8 Result fetching and decoding,Updatable cursor (positional update),conditional,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_result_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D8.6,3.8 Result fetching and decoding,"Result-set metadata (column count, name, type, nullability, precision, scale)",required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_result_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D8.7,3.8 Result fetching and decoding,Typed getter for each baseline scalar (int/long/float/double/decimal/string/bytes/bool/date/time/timestamp/timestamptz/uuid),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_result_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D8.8,3.8 Result fetching and decoding,"Generic getter (getObject(col, T.class)) for runtime typing",required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_result_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D8.9,3.8 Result fetching and decoding,Null check (column-level),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_result_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D8.10,3.8 Result fetching and decoding,"LOB streaming (chunked fetch, bounded memory)",required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_result_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D8.11,3.8 Result fetching and decoding,Free LOB locator deterministically,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_result_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D8.12,3.8 Result fetching and decoding,Server-side cursor with paging fetch size,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_result_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D8.13,3.8 Result fetching and decoding,Bookmark / row identifier for re-fetch,conditional,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_result_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D8.14,3.8 Result fetching and decoding,Result holdability across transaction commit,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_result_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D8.15,3.8 Result fetching and decoding,Empty / zero-row distinguishable from no-result,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_result_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.1,3.9 Type system coverage,Boolean,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.2,3.9 Type system coverage,INT8 / TINYINT,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.3,3.9 Type system coverage,INT16 / SMALLINT,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.4,3.9 Type system coverage,INT32 / INTEGER,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.5,3.9 Type system coverage,INT64 / BIGINT,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.6,3.9 Type system coverage,INT128 / DECIMAL(38),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.7,3.9 Type system coverage,UINT128,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.8,3.9 Type system coverage,REAL16 / Half,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.9,3.9 Type system coverage,REAL32 / FLOAT,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.10,3.9 Type system coverage,REAL64 / DOUBLE,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.11,3.9 Type system coverage,REAL128 / IEEE binary128,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.12,3.9 Type system coverage,DECIMAL / NUMERIC arbitrary precision,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.13,3.9 Type system coverage,DECFLOAT (IEEE 754-2008 decimal),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.14,3.9 Type system coverage,CHAR / VARCHAR / TEXT,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.15,3.9 Type system coverage,NVARCHAR / unicode-explicit,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.16,3.9 Type system coverage,BINARY / VARBINARY / BYTEA,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.17,3.9 Type system coverage,BLOB (LOB),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.18,3.9 Type system coverage,CLOB / NCLOB (LOB),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.19,3.9 Type system coverage,DATE,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.20,3.9 Type system coverage,TIME,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.21,3.9 Type system coverage,TIMESTAMP (no TZ),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.22,3.9 Type system coverage,TIMESTAMP WITH TIME ZONE,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.23,3.9 Type system coverage,TIME WITH TIME ZONE,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.24,3.9 Type system coverage,"INTERVAL (year-month, day-time)",required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.25,3.9 Type system coverage,UUID,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.26,3.9 Type system coverage,JSON / JSONB,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.27,3.9 Type system coverage,XML,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.28,3.9 Type system coverage,Array of any base type,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.29,3.9 Type system coverage,Multi-dimensional array,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.30,3.9 Type system coverage,Range types,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.31,3.9 Type system coverage,Composite / record types,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.32,3.9 Type system coverage,ENUM,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.33,3.9 Type system coverage,Network: INET / CIDR / MACADDR,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.34,3.9 Type system coverage,Bit string,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.35,3.9 Type system coverage,Money / fixed-currency,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.36,3.9 Type system coverage,Geometry / Geography,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.37,3.9 Type system coverage,Vector / embedding (fixed-dim float array),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.38,3.9 Type system coverage,Time-series typed value,conditional,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D9.39,3.9 Type system coverage,Graph node / edge typed value,conditional,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D9.40,3.9 Type system coverage,Document / BSON,conditional,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D9.41,3.9 Type system coverage,"Sketch (HLL, t-digest)",conditional,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D9.42,3.9 Type system coverage,Locator / external object reference,conditional,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven_or_not_applicable_with_citation,implemented_and_proven
D9.43,3.9 Type system coverage,Opaque (round-trip without semantic),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.44,3.9 Type system coverage,"Charset round-trip across UTF-8, UTF-16, GB18030, Shift-JIS, ISO-8859-1, etc.",required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.45,3.9 Type system coverage,Collation-aware comparison round-trip (per-column collation),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.46,3.9 Type system coverage,Custom user-defined type registration,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.47,3.9 Type system coverage,Reject silent narrowing conversion,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.48,3.9 Type system coverage,Round-trip NaN / Inf / -0.0 / subnormals for floats,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.49,3.9 Type system coverage,Round-trip Unicode supplementary plane (4-byte UTF-8),required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D9.50,3.9 Type system coverage,Round-trip empty string vs NULL distinguishable,required,driver_lane,datatype_metadata_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_type_gate;driver_server_surface_gate,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D10.1,3.10 Transactions,Implicit autocommit-style flow,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_mga_transaction_gate;driver_server_surface_gate;mga_transaction_regression,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D10.2,3.10 Transactions,Always-in-transaction MGA mapping,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_mga_transaction_gate;driver_server_surface_gate;mga_transaction_regression,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D10.3,3.10 Transactions,Explicit BEGIN/COMMIT/ROLLBACK,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_mga_transaction_gate;driver_server_surface_gate;mga_transaction_regression,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
D10.4,3.10 Transactions,Isolation level: READ COMMITTED,required,driver_lane,wire_impl_agent,public_contract_snapshot;public_contract_snapshot,project/drivers;project/src;project/tests,driver_checklist_registry;driver_mga_transaction_gate;driver_server_surface_gate;mga_transaction_regression,,client_or_driver_to_sbwp_tls_or_admitted_ipc_to_listener_parser_server_engine,implemented_and_proven,implemented_and_proven
