compatibility,surface,refusal_reason,message_vector,test_destination,reviewer,source_search_key
mysql,mysql.transaction.xa,MGA authority refusal: compatibility transaction finality visibility rollback or recovery cannot substitute for ScratchBird engine-owned MGA authority,MYSQL.AUTHORITY.XA_DENIED,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/mysql/mysql_dialect.cpp#kPatterns:mysql.transaction.xa
mysql,diagnostic_surface:file,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/mysql/mysql_dialect.cpp#kDiagnosticSurfaces:file
mysql,diagnostic_surface:plugin,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/mysql/mysql_dialect.cpp#kDiagnosticSurfaces:plugin
mysql,diagnostic_surface:tablespace,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/mysql/mysql_dialect.cpp#kDiagnosticSurfaces:tablespace
mysql,diagnostic_surface:binlog,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/mysql/mysql_dialect.cpp#kDiagnosticSurfaces:binlog
mysql,diagnostic_surface:xa,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/mysql/mysql_dialect.cpp#kDiagnosticSurfaces:xa
mysql,source_marker:unsupported,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/mysql/mysql_dialect.cpp#marker:unsupported
neo4j,diagnostic_surface:policy,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/neo4j/neo4j_dialect.cpp#kDiagnosticSurfaces:policy
neo4j,source_marker:unsupported,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/neo4j/neo4j_dialect.cpp#marker:unsupported
opensearch,diagnostic_surface:policy,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/opensearch/opensearch_dialect.cpp#kDiagnosticSurfaces:policy
opensearch,source_marker:unsupported,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/opensearch/opensearch_dialect.cpp#marker:unsupported
opensearch,diagnostic_surface:policy,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/opensearch_sql_ppl/opensearch_sql_ppl_dialect.cpp#kDiagnosticSurfaces:policy
opensearch,source_marker:unsupported,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/opensearch_sql_ppl/opensearch_sql_ppl_dialect.cpp#marker:unsupported
postgresql,postgresql.storage.tablespace.create,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,POSTGRESQL.AUTHORITY.TABLESPACE_DENIED,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.storage.tablespace.create
postgresql,postgresql.storage.tablespace.alter,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,POSTGRESQL.AUTHORITY.TABLESPACE_DENIED,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.storage.tablespace.alter
postgresql,postgresql.storage.tablespace.drop,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,POSTGRESQL.AUTHORITY.TABLESPACE_DENIED,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.storage.tablespace.drop
postgresql,postgresql.system.alter_system,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,POSTGRESQL.AUTHORITY.SYSTEM_DENIED,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.system.alter_system
postgresql,postgresql.system.checkpoint,MGA authority refusal: compatibility transaction finality visibility rollback or recovery cannot substitute for ScratchBird engine-owned MGA authority,POSTGRESQL.AUTHORITY.SYSTEM_DENIED,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.system.checkpoint
postgresql,postgresql.transaction.prepare_transaction,MGA authority refusal: compatibility transaction finality visibility rollback or recovery cannot substitute for ScratchBird engine-owned MGA authority,POSTGRESQL.AUTHORITY.PREPARE_TRANSACTION_DENIED,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kPatterns:postgresql.transaction.prepare_transaction
postgresql,diagnostic_surface:file,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kDiagnosticSurfaces:file
postgresql,diagnostic_surface:program,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kDiagnosticSurfaces:program
postgresql,diagnostic_surface:tablespace,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kDiagnosticSurfaces:tablespace
postgresql,diagnostic_surface:system,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kDiagnosticSurfaces:system
postgresql,diagnostic_surface:transaction,MGA authority refusal: compatibility transaction finality visibility rollback or recovery cannot substitute for ScratchBird engine-owned MGA authority,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#kDiagnosticSurfaces:transaction
postgresql,source_marker:unsupported,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/postgresql/postgresql_dialect.cpp#marker:unsupported
redis,diagnostic_surface:policy,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/redis/redis_dialect.cpp#kDiagnosticSurfaces:policy
redis,source_marker:unsupported,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/redis/redis_dialect.cpp#marker:unsupported
sqlite,sqlite.extension.load_extension,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,SQLITE.AUTHORITY.EXTENSION_DENIED,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/sqlite/sqlite_dialect.cpp#kPatterns:sqlite.extension.load_extension
sqlite,builtin_function_surface:extension,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/sqlite/sqlite_dialect.cpp#kBuiltinSurfaces:extension
sqlite,diagnostic_surface:file,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/sqlite/sqlite_dialect.cpp#kDiagnosticSurfaces:file
sqlite,diagnostic_surface:extension,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/sqlite/sqlite_dialect.cpp#kDiagnosticSurfaces:extension
sqlite,diagnostic_surface:catalog,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/sqlite/sqlite_dialect.cpp#kDiagnosticSurfaces:catalog
sqlite,source_marker:unsupported,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/sqlite/sqlite_dialect.cpp#marker:unsupported
tidb,tidb.admin.checksum_table,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,TIDB.AUTHORITY.ADMIN_DENIED,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kPatterns:tidb.admin.checksum_table
tidb,tidb.backup.backup,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,TIDB.AUTHORITY.BACKUP_DENIED,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kPatterns:tidb.backup.backup
tidb,tidb.restore.restore,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,TIDB.AUTHORITY.RESTORE_DENIED,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kPatterns:tidb.restore.restore
tidb,tidb.plugin.install,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,TIDB.AUTHORITY.PLUGIN_DENIED,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kPatterns:tidb.plugin.install
tidb,tidb.plugin.uninstall,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,TIDB.AUTHORITY.PLUGIN_DENIED,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kPatterns:tidb.plugin.uninstall
tidb,diagnostic_surface:file,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kDiagnosticSurfaces:file
tidb,diagnostic_surface:plugin,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kDiagnosticSurfaces:plugin
tidb,diagnostic_surface:admin,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kDiagnosticSurfaces:admin
tidb,diagnostic_surface:backup,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kDiagnosticSurfaces:backup
tidb,diagnostic_surface:restore,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#kDiagnosticSurfaces:restore
tidb,source_marker:unsupported,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/tidb/tidb_dialect.cpp#marker:unsupported
tikv,diagnostic_surface:policy,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/tikv/tikv_dialect.cpp#kDiagnosticSurfaces:policy
tikv,source_marker:unsupported,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/tikv/tikv_dialect.cpp#marker:unsupported
vitess,vitess.plugin.install,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,VITESS.AUTHORITY.PLUGIN_DENIED,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kPatterns:vitess.plugin.install
vitess,vitess.plugin.uninstall,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,VITESS.AUTHORITY.PLUGIN_DENIED,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kPatterns:vitess.plugin.uninstall
vitess,diagnostic_surface:file,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kDiagnosticSurfaces:file
vitess,diagnostic_surface:plugin,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/vitess/vitess_dialect.cpp#kDiagnosticSurfaces:plugin
vitess,source_marker:unsupported,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/vitess/vitess_dialect.cpp#marker:unsupported
xtdb,builtin_function_surface:modules,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/xtdb/xtdb_dialect.cpp#kBuiltinSurfaces:modules
xtdb,diagnostic_surface:policy,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/xtdb/xtdb_dialect.cpp#kDiagnosticSurfaces:policy
xtdb,source_marker:unsupported,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/xtdb/xtdb_dialect.cpp#marker:unsupported
yugabytedb,yugabytedb.backup.backup,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,YUGABYTEDB.AUTHORITY.BACKUP_DENIED,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/yugabytedb/yugabytedb_dialect.cpp#kPatterns:yugabytedb.backup.backup
yugabytedb,yugabytedb.restore.restore,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,YUGABYTEDB.AUTHORITY.RESTORE_DENIED,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/yugabytedb/yugabytedb_dialect.cpp#kPatterns:yugabytedb.restore.restore
yugabytedb,yugabytedb.transaction.prepare_transaction,MGA authority refusal: compatibility transaction finality visibility rollback or recovery cannot substitute for ScratchBird engine-owned MGA authority,YUGABYTEDB.AUTHORITY.PREPARE_TRANSACTION_DENIED,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/yugabytedb/yugabytedb_dialect.cpp#kPatterns:yugabytedb.transaction.prepare_transaction
yugabytedb,diagnostic_surface:file,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/yugabytedb/yugabytedb_dialect.cpp#kDiagnosticSurfaces:file
yugabytedb,diagnostic_surface:program,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/yugabytedb/yugabytedb_dialect.cpp#kDiagnosticSurfaces:program
yugabytedb,diagnostic_surface:backup,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/yugabytedb/yugabytedb_dialect.cpp#kDiagnosticSurfaces:backup
yugabytedb,diagnostic_surface:restore,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/yugabytedb/yugabytedb_dialect.cpp#kDiagnosticSurfaces:restore
yugabytedb,diagnostic_surface:transaction,MGA authority refusal: compatibility transaction finality visibility rollback or recovery cannot substitute for ScratchBird engine-owned MGA authority,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/yugabytedb/yugabytedb_dialect.cpp#kDiagnosticSurfaces:transaction
yugabytedb,source_marker:unsupported,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/parsers/compatibility/yugabytedb/yugabytedb_dialect.cpp#marker:unsupported
apache_ignite,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_apache_ignite_parser_support/sbu_apache_ignite_parser_support.cpp#diagnostic_vectors
cassandra,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_cassandra_parser_support/sbu_cassandra_parser_support.cpp#diagnostic_vectors
clickhouse,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_clickhouse_parser_support/sbu_clickhouse_parser_support.cpp#diagnostic_vectors
cockroachdb,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_cockroachdb_parser_support/sbu_cockroachdb_parser_support.cpp#diagnostic_vectors
dolt,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_dolt_parser_support/sbu_dolt_parser_support.cpp#diagnostic_vectors
duckdb,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_duckdb_parser_support/sbu_duckdb_parser_support.cpp#diagnostic_vectors
firebird,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_firebird_parser_support/sbu_firebird_parser_support.cpp#diagnostic_vectors
foundationdb,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_foundationdb_parser_support/sbu_foundationdb_parser_support.cpp#diagnostic_vectors
immudb,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_immudb_parser_support/sbu_immudb_parser_support.cpp#diagnostic_vectors
influxdb,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_influxdb_parser_support/sbu_influxdb_parser_support.cpp#diagnostic_vectors
mariadb,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_mariadb_parser_support/sbu_mariadb_parser_support.cpp#diagnostic_vectors
milvus,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_milvus_parser_support/sbu_milvus_parser_support.cpp#diagnostic_vectors
mongodb,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_mongodb_parser_support/sbu_mongodb_parser_support.cpp#diagnostic_vectors
mysql,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_mysql_parser_support/sbu_mysql_parser_support.cpp#diagnostic_vectors
neo4j,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_neo4j_parser_support/sbu_neo4j_parser_support.cpp#diagnostic_vectors
opensearch,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_opensearch_parser_support/sbu_opensearch_parser_support.cpp#diagnostic_vectors
opensearch,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_opensearch_sql_ppl_parser_support/sbu_opensearch_sql_ppl_parser_support.cpp#diagnostic_vectors
postgresql,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_postgresql_parser_support/sbu_postgresql_parser_support.cpp#diagnostic_vectors
redis,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_redis_parser_support/sbu_redis_parser_support.cpp#diagnostic_vectors
sqlite,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_sqlite_parser_support/sbu_sqlite_parser_support.cpp#diagnostic_vectors
tidb,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_tidb_parser_support/sbu_tidb_parser_support.cpp#diagnostic_vectors
tikv,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_tikv_parser_support/sbu_tikv_parser_support.cpp#diagnostic_vectors
vitess,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_vitess_parser_support/sbu_vitess_parser_support.cpp#diagnostic_vectors
xtdb,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_xtdb_parser_support/sbu_xtdb_parser_support.cpp#diagnostic_vectors
yugabytedb,udr_diagnostic_vector_set,ScratchBird authority boundary refusal: parser cannot own engine storage transaction finality recovery file effects external process or unsupported compatibility behavior,exact_refusal_message_vector_required,project/tests/sblr_surface/,SBLR architecture reviewer,project/src/udr/sbu_yugabytedb_parser_support/sbu_yugabytedb_parser_support.cpp#diagnostic_vectors
